# REACTANT HUGONIOT FOR GIVEN MIXTURE
# CALCULATION RUN ON 2018-01-02

# INITIAL CONDITIONS
# TEMPERATURE (K) 300.0
# PRESSURE (ATM) 1.0
# DENSITY (KG/M^3) 0.8384
# SPECIES MOLE FRACTIONS: H2:2 O2:1 N2:3.76
# MECHANISM: h2air_highT.cti

# THE OUTPUT DATA COLUMNS ARE:
Variables = "Specific Volume", "Pressure"
1.1928E+00 	 1.0
1.0197E+00 	 1.2
8.7369E-01 	 1.5
7.6327E-01 	 1.9
6.7774E-01 	 2.2
6.1013E-01 	 2.6
5.5574E-01 	 3.0
5.1131E-01 	 3.5
4.7453E-01 	 4.0
4.4371E-01 	 4.5
4.1762E-01 	 5.0
3.9531E-01 	 5.6
3.7605E-01 	 6.2
3.5930E-01 	 6.8
3.4461E-01 	 7.5
3.3163E-01 	 8.2
3.2008E-01 	 8.9
3.0974E-01 	 9.6
3.0043E-01 	 10.4
2.9199E-01 	 11.2
2.8432E-01 	 12.1
2.7731E-01 	 12.9
2.7088E-01 	 13.8
2.6499E-01 	 14.8
2.5955E-01 	 15.7
2.5452E-01 	 16.7
2.4985E-01 	 17.8
2.4550E-01 	 18.8
2.4143E-01 	 19.9
2.3762E-01 	 21.1
2.3405E-01 	 22.2
2.3069E-01 	 23.4
2.2752E-01 	 24.6
2.2453E-01 	 25.9
2.2170E-01 	 27.2
2.1901E-01 	 28.5
2.1647E-01 	 29.8
2.1405E-01 	 31.2
2.1175E-01 	 32.6
2.0956E-01 	 34.0
2.0746E-01 	 35.5
2.0547E-01 	 37.0
2.0356E-01 	 38.6
2.0173E-01 	 40.1
1.9998E-01 	 41.7
1.9830E-01 	 43.4
1.9669E-01 	 45.0
1.9514E-01 	 46.7
1.9366E-01 	 48.4
1.9223E-01 	 50.2
1.9085E-01 	 52.0
